"","seqname","gene_id","start","end"
"6384","AS2_scf7180000696027","ASIC014620",450486,450935
"6388","AS2_scf7180000696027","ASIC014621",456519,456833
"6390","AS2_scf7180000696027","ASIC014622",466492,467511
"6395","AS2_scf7180000696027","ASIC014624",498270,508268
"6396","AS2_scf7180000696027","ASIC014625",508656,518686
"6398","AS2_scf7180000696027","ASIC014626",519505,529725
"6399","AS2_scf7180000696027","ASIC014627",533496,533627
"6403","AS2_scf7180000696027","ASIC014628",534322,534552
"6404","AS2_scf7180000696027","ASIC014629",534851,534949
"6407","AS2_scf7180000696027","ASIC014630",549765,549807
"6411","AS2_scf7180000696027","ASIC014631",551684,551753
"6414","AS2_scf7180000696027","ASIC014632",552540,553648
"6416","AS2_scf7180000696027","ASIC014633",553767,554078
"6417","AS2_scf7180000696027","ASIC014635",556695,556741
"6423","AS2_scf7180000696027","ASIC014636",559753,559915
"6425","AS2_scf7180000696027","ASIC014637",563151,563321
"6426","AS2_scf7180000696027","ASIC014638",571370,571573
"6428","AS2_scf7180000696027","ASIC014639",582061,582252
"6429","AS2_scf7180000696027","ASIC014640",589931,590245
"6430","AS2_scf7180000696027","ASIC014641",622683,622737
"6436","AS2_scf7180000696027","ASIC014642",635764,635862
"6439","AS2_scf7180000696027","ASIC014643",638346,638444
"6442","AS2_scf7180000696027","ASIC014644",642004,642160
"6446","AS2_scf7180000696027","ASIC014646",643522,643689
"6447","AS2_scf7180000696027","ASIC014647",643852,644264
"6449","AS2_scf7180000696027","ASIC014648",651916,653458
"6456","AS2_scf7180000696027","ASIC014649",663392,665650
"6457","AS2_scf7180000696027","ASIC014650",666849,667516
"6461","AS2_scf7180000696027","ASIC014651",672626,672856
"6462","AS2_scf7180000696027","ASIC014654",776754,777149
"6463","AS2_scf7180000696027","ASIC014655",788232,788393
"6464","AS2_scf7180000696027","ASIC014657",809773,810716
"6466","AS2_scf7180000696027","ASIC014658",819521,819674
"6468","AS2_scf7180000696027","ASIC014660",835423,835800
"6469","AS2_scf7180000696027","ASIC014661",836923,836953
"6480","AS2_scf7180000696027","ASIC014663",877634,877777
"6484","AS2_scf7180000696027","ASIC014664",884922,885095
"6485","AS2_scf7180000696027","ASIC014665",897750,897940
"6488","AS2_scf7180000696027","ASIC014666",916859,916969
"6496","AS2_scf7180000696027","ASIC014668",922400,922469
"6501","AS2_scf7180000696027","ASIC014669",927137,927361
"6502","AS2_scf7180000696027","ASIC014670",948134,948364
"6503","AS2_scf7180000696027","ASIC014671",963484,963777
"6504","AS2_scf7180000696027","ASIC014672",965736,965921
"6505","AS2_scf7180000696027","ASIC014673",970732,970759
"6511","AS2_scf7180000696027","ASIC014674",987745,987987
"6512","AS2_scf7180000696027","ASIC014675",996233,996580
"6513","AS2_scf7180000696027","ASIC014676",1005618,1005703
"6519","AS2_scf7180000696027","ASIC014535",1010301,1010616
"6521","AS2_scf7180000696027","ASIC014536",1015326,1015972
"6524","AS2_scf7180000696027","ASIC014537",1017599,1017761
"6528","AS2_scf7180000696027","ASIC014538",1024767,1024956
"6534","AS2_scf7180000696027","ASIC014539",1028319,1028537
"6539","AS2_scf7180000696027","ASIC014540",1034984,1035031
"6550","AS2_scf7180000696027","ASIC014541",1035415,1035483
"6554","AS2_scf7180000696027","ASIC014542",1043023,1043266
"6556","AS2_scf7180000696027","ASIC014543",1044005,1044020
"6562","AS2_scf7180000696027","ASIC014544",1048411,1048488
"6564","AS2_scf7180000696027","ASIC014546",1048968,1049017
"6567","AS2_scf7180000696027","ASIC014547",1051382,1051455
"6569","AS2_scf7180000696027","ASIC014548",1056380,1056404
"6575","AS2_scf7180000696027","ASIC014549",1056808,1056986
"6578","AS2_scf7180000696027","ASIC014550",1059411,1059662
"6582","AS2_scf7180000696027","ASIC014551",1060924,1061268
"6583","AS2_scf7180000696027","ASIC014552",1065446,1065500
"6586","AS2_scf7180000696027","ASIC014553",1084257,1084317
"6595","AS2_scf7180000696027","ASIC014554",1085289,1085522
"6596","AS2_scf7180000696027","ASIC014555",1092727,1093165
"6598","AS2_scf7180000696027","ASIC014557",1104187,1104390
"6600","AS2_scf7180000696027","ASIC014558",1106571,1106760
"6602","AS2_scf7180000696027","ASIC014559",1127817,1128265
"6604","AS2_scf7180000696027","ASIC014560",1140683,1140883
"6605","AS2_scf7180000696027","ASIC014561",1149354,1149582
"6607","AS2_scf7180000696027","ASIC014562",1156501,1156761
"6608","AS2_scf7180000696027","ASIC014563",1160055,1160482
"6610","AS2_scf7180000696027","ASIC014564",1175278,1175607
"6611","AS2_scf7180000696027","ASIC014565",1184556,1184671
"6613","AS2_scf7180000696027","ASIC014566",1191591,1191827
"6614","AS2_scf7180000696027","ASIC014568",1221475,1221557
"6616","AS2_scf7180000696027","ASIC014569",1225881,1226150
"6617","AS2_scf7180000696027","ASIC014570",1248148,1248531
"6618","AS2_scf7180000696027","ASIC014571",1258136,1258168
"6620","AS2_scf7180000696027","ASIC014572",1277572,1277790
"6622","AS2_scf7180000696027","ASIC014573",1280359,1280730
"6623","AS2_scf7180000696027","ASIC014574",1280848,1281065
"6625","AS2_scf7180000696027","ASIC014575",1299069,1299270
"6632","AS2_scf7180000696027","ASIC014576",1309977,1310051
"6636","AS2_scf7180000696027","ASIC014577",1311703,1311747
"6639","AS2_scf7180000696027","ASIC014579",1313006,1313837
"6643","AS2_scf7180000696027","ASIC014580",1314528,1315430
"6647","AS2_scf7180000696027","ASIC014581",1316655,1317621
"6652","AS2_scf7180000696027","ASIC014582",1319400,1320219
"6654","AS2_scf7180000696027","ASIC014583",1320942,1321566
"6658","AS2_scf7180000696027","ASIC014584",1322015,1322918
"6661","AS2_scf7180000696017","ASIC013842",79366,79599
"6662","AS2_scf7180000696017","ASIC013853",99156,99377
"6663","AS2_scf7180000696017","ASIC025256",106151,106223
"6664","AS2_scf7180000696017","ASIC013872",116666,117025
"6665","AS2_scf7180000696017","ASIC013873",118397,118537
"6667","AS2_scf7180000696017","ASIC013874",126115,126172
"6669","AS2_scf7180000696017","ASIC013832",133004,133156
"6673","AS2_scf7180000696017","ASIC013833",138106,138157
"6688","AS2_scf7180000696017","ASIC013834",150141,150299
"6695","AS2_scf7180000696017","ASIC013835",155188,156309
"6696","AS2_scf7180000696017","ASIC013836",159469,159783
"6697","AS2_scf7180000696017","ASIC013837",162123,162675
"6700","AS2_scf7180000696017","ASIC013838",166348,166381
"6702","AS2_scf7180000696017","ASIC013840",175341,175444
"6712","AS2_scf7180000696017","ASIC013841",182236,182394
"6716","AS2_scf7180000696017","ASIC025312",184238,184309
"6717","AS2_scf7180000696017","ASIC025163",184687,184758
"6718","AS2_scf7180000696017","ASIC013843",186257,186388
"6722","AS2_scf7180000696017","ASIC013844",187263,187550
"6724","AS2_scf7180000696017","ASIC013845",189194,190093
"6726","AS2_scf7180000696017","ASIC025191",190711,190782
"6727","AS2_scf7180000696017","ASIC025273",190971,191042
"6728","AS2_scf7180000696017","ASIC013846",194156,194805
"6733","AS2_scf7180000696017","ASIC013847",200164,200322
"6734","AS2_scf7180000696017","ASIC013848",202575,202638
"6738","AS2_scf7180000696017","ASIC013849",203909,204163
"6739","AS2_scf7180000696017","ASIC013850",223074,223442
"6749","AS2_scf7180000696017","ASIC013851",227288,227490
"6751","AS2_scf7180000696017","ASIC013852",228924,229090
"6753","AS2_scf7180000696017","ASIC013854",252765,252914
"6754","AS2_scf7180000696017","ASIC013855",289215,289367
"6766","AS2_scf7180000696017","ASIC013856",306497,306574
"6768","AS2_scf7180000696017","ASIC013857",306947,308200
"6769","AS2_scf7180000696017","ASIC013858",309674,310099
"6770","AS2_scf7180000696017","ASIC013859",313906,314160
"6771","AS2_scf7180000696017","ASIC013860",327237,328941
"6773","AS2_scf7180000696017","ASIC013861",330927,331304
"6774","AS2_scf7180000696017","ASIC013862",335431,335664
"6775","AS2_scf7180000696017","ASIC013863",345141,345332
"6776","AS2_scf7180000696017","ASIC013865",364848,365042
"6777","AS2_scf7180000696017","ASIC013866",378994,379203
"6778","AS2_scf7180000696017","ASIC013867",384720,384926
"6779","AS2_scf7180000696017","ASIC013868",386599,386946
"6780","AS2_scf7180000696017","ASIC013869",388805,388865
"6783","AS2_scf7180000696051","ASIC017245",6160,6552
"6784","AS2_scf7180000696051","ASIC017256",9110,9415
"6785","AS2_scf7180000696051","ASIC017267",11442,11605
"6790","AS2_scf7180000696051","ASIC017278",25356,25488
"6792","AS2_scf7180000696051","ASIC017289",33942,34160
"6793","AS2_scf7180000696051","ASIC017300",39930,40274
"6794","AS2_scf7180000696051","ASIC017311",56149,59070
"6801","AS2_scf7180000696051","ASIC017322",76517,76678
"6803","AS2_scf7180000696051","ASIC017172",85196,85242
"6809","AS2_scf7180000696051","ASIC017183",90474,91250
"6810","AS2_scf7180000696051","ASIC017194",91867,92714
"6812","AS2_scf7180000696051","ASIC017205",93302,93427
"6822","AS2_scf7180000696051","ASIC017216",100160,100354
"6823","AS2_scf7180000696051","ASIC017227",103999,104289
"6824","AS2_scf7180000696051","ASIC017238",104593,106608
"6829","AS2_scf7180000696051","ASIC017242",114144,114344
"6830","AS2_scf7180000696051","ASIC017243",114810,115091
"6831","AS2_scf7180000696051","ASIC017244",122281,123286
"6833","AS2_scf7180000696051","ASIC017246",125003,125021
"6836","AS2_scf7180000696051","ASIC017247",128816,129043
"6844","AS2_scf7180000696051","ASIC017248",131416,131450
"6852","AS2_scf7180000696051","ASIC017249",144334,144466
"6855","AS2_scf7180000696051","ASIC017250",145449,145812
"6857","AS2_scf7180000696051","ASIC017251",159445,160824
"6858","AS2_scf7180000696051","ASIC017252",161303,161320
"6861","AS2_scf7180000696051","ASIC017253",165817,165897
"6871","AS2_scf7180000696051","ASIC017254",184042,184068
"6873","AS2_scf7180000696051","ASIC017255",189197,189505
"6874","AS2_scf7180000696051","ASIC017257",190077,190742
"6875","AS2_scf7180000696051","ASIC017258",203988,204390
"6877","AS2_scf7180000696051","ASIC017259",218568,218672
"6879","AS2_scf7180000696051","ASIC017260",221572,221793
"6880","AS2_scf7180000696051","ASIC017261",224701,224910
"6885","AS2_scf7180000696051","ASIC017262",228253,228444
"6887","AS2_scf7180000696051","ASIC017263",230861,231142
"6888","AS2_scf7180000696051","ASIC017264",234046,234243
"6891","AS2_scf7180000696051","ASIC017265",242028,242688
"6894","AS2_scf7180000696051","ASIC017266",243969,244181
"6895","AS2_scf7180000696051","ASIC017268",244728,244820
"6899","AS2_scf7180000696051","ASIC017269",250145,250238
"6903","AS2_scf7180000696051","ASIC017270",251064,251200
"6906","AS2_scf7180000696051","ASIC017271",254204,255253
"6907","AS2_scf7180000696051","ASIC025219",255626,255697
"6908","AS2_scf7180000696051","ASIC017272",256937,257114
"6911","AS2_scf7180000696051","ASIC017273",257785,258411
"6912","AS2_scf7180000696051","ASIC017274",274694,275407
"6917","AS2_scf7180000696051","ASIC017275",319142,319336
"6919","AS2_scf7180000696051","ASIC017276",324240,324407
"6921","AS2_scf7180000696051","ASIC017277",331507,332214
"6923","AS2_scf7180000696051","ASIC017279",348737,348835
"6933","AS2_scf7180000696051","ASIC017280",371075,371095
"6935","AS2_scf7180000696051","ASIC017281",373412,373999
"6936","AS2_scf7180000696051","ASIC017282",383183,383314
"6939","AS2_scf7180000696051","ASIC017283",386960,387157
"6940","AS2_scf7180000696051","ASIC017284",389873,390100
"6941","AS2_scf7180000696051","ASIC017285",415907,416062
"6942","AS2_scf7180000696051","ASIC017286",418498,418685
"6944","AS2_scf7180000696051","ASIC017287",447931,449050
"6947","AS2_scf7180000696051","ASIC017288",453793,453936
"6951","AS2_scf7180000696051","ASIC017290",461734,461946
"6952","AS2_scf7180000696051","ASIC017291",467920,468061
"6954","AS2_scf7180000696051","ASIC017292",472279,472293
"6959","AS2_scf7180000696051","ASIC017293",480808,480935
"6963","AS2_scf7180000696051","ASIC017294",483668,483876
"6966","AS2_scf7180000696051","ASIC017295",495222,495743
"6968","AS2_scf7180000696051","ASIC017296",510475,510508
"6970","AS2_scf7180000696051","ASIC017297",511942,511959
"6975","AS2_scf7180000696051","ASIC017298",526432,526760
"6981","AS2_scf7180000696051","ASIC017299",547273,547340
"6992","AS2_scf7180000696051","ASIC017301",548979,549014
"6996","AS2_scf7180000696051","ASIC017302",574335,574556
"6997","AS2_scf7180000696051","ASIC017303",600035,600059
"6999","AS2_scf7180000696051","ASIC017304",609275,609557
"7001","AS2_scf7180000696051","ASIC017305",633975,634106
"7003","AS2_scf7180000696051","ASIC017306",644693,644881
"7005","AS2_scf7180000696051","ASIC017307",655249,655452
"7010","AS2_scf7180000696051","ASIC017308",659024,659374
"7011","AS2_scf7180000696051","ASIC017309",688789,689058
"7012","AS2_scf7180000696051","ASIC017310",699270,699485
"7013","AS2_scf7180000696051","ASIC017312",730405,730424
"7015","AS2_scf7180000696051","ASIC017313",738997,739132
"7017","AS2_scf7180000696051","ASIC017314",743346,743765
"7018","AS2_scf7180000696051","ASIC017315",753225,753429
"7026","AS2_scf7180000696051","ASIC017316",766262,766411
"7028","AS2_scf7180000696051","ASIC017317",771491,771691
"7030","AS2_scf7180000696051","ASIC017318",775404,775847
"7031","AS2_scf7180000696051","ASIC017319",793237,793389
"7032","AS2_scf7180000696051","ASIC017320",793701,794198
"7033","AS2_scf7180000696051","ASIC017321",821523,821651
"7035","AS2_scf7180000696051","ASIC017323",865284,865655
"7037","AS2_scf7180000696051","ASIC017324",869115,869255
"7040","AS2_scf7180000696051","ASIC017325",880353,880428
"7046","AS2_scf7180000696051","ASIC017326",911378,911426
"7048","AS2_scf7180000696051","ASIC017327",920213,920449
"7054","AS2_scf7180000696051","ASIC017328",924742,924815
"7056","AS2_scf7180000696051","ASIC017329",949032,949062
"7069","AS2_scf7180000696051","ASIC017330",971947,972444
"7070","AS2_scf7180000696051","ASIC017331",973053,973361
"7071","AS2_scf7180000696051","ASIC017173",990826,991047
"7077","AS2_scf7180000696051","ASIC017174",992167,992253
"7084","AS2_scf7180000696051","ASIC017175",998640,999590
"7085","AS2_scf7180000696051","ASIC017176",999961,999985
"7088","AS2_scf7180000696051","ASIC017177",1003299,1003370
"7093","AS2_scf7180000696051","ASIC017178",1005865,1006158
"7094","AS2_scf7180000696051","ASIC017179",1010552,1011420
"7098","AS2_scf7180000696051","ASIC017180",1012726,1013016
"7099","AS2_scf7180000696051","ASIC017181",1013094,1013393
"7100","AS2_scf7180000696051","ASIC017182",1015348,1015396
"7107","AS2_scf7180000696051","ASIC017184",1019998,1020040
"7111","AS2_scf7180000696051","ASIC017185",1028009,1028119
"7120","AS2_scf7180000696051","ASIC017186",1038671,1039609
"7121","AS2_scf7180000696051","ASIC017187",1041668,1041889
"7123","AS2_scf7180000696051","ASIC017188",1042403,1045133
"7128","AS2_scf7180000696051","ASIC017189",1050165,1050170
"7132","AS2_scf7180000696051","ASIC017190",1055930,1056052
"7139","AS2_scf7180000696051","ASIC017191",1066352,1066587
"7144","AS2_scf7180000696051","ASIC017192",1084815,1084976
"7146","AS2_scf7180000696051","ASIC017193",1085901,1086095
"7149","AS2_scf7180000696051","ASIC017195",1088246,1088944
"7152","AS2_scf7180000696051","ASIC017196",1090290,1091150
"7155","AS2_scf7180000696051","ASIC017197",1092534,1093394
"7158","AS2_scf7180000696051","ASIC017198",1099476,1099539
"7167","AS2_scf7180000696051","ASIC017199",1100085,1101008
"7172","AS2_scf7180000696051","ASIC017200",1106524,1107438
"7175","AS2_scf7180000696051","ASIC017201",1109122,1109910
"7178","AS2_scf7180000696051","ASIC017202",1111788,1112663
"7183","AS2_scf7180000696051","ASIC017203",1117715,1118419
"7184","AS2_scf7180000696051","ASIC017204",1141244,1141366
"7191","AS2_scf7180000696051","ASIC017206",1147409,1147605
"7216","AS2_scf7180000696051","ASIC017207",1200535,1200581
"7218","AS2_scf7180000696051","ASIC017208",1201254,1201337
"7227","AS2_scf7180000696051","ASIC017209",1213616,1213957
"7228","AS2_scf7180000696051","ASIC017210",1214962,1214987
"7230","AS2_scf7180000696051","ASIC017211",1245322,1245642
"7231","AS2_scf7180000696051","ASIC017212",1257314,1257607
"7232","AS2_scf7180000696051","ASIC017213",1259774,1260427
"7233","AS2_scf7180000696051","ASIC017214",1273949,1274136
"7235","AS2_scf7180000696051","ASIC017215",1280513,1280603
"7237","AS2_scf7180000696051","ASIC017217",1308323,1308368
"7249","AS2_scf7180000696051","ASIC017218",1314886,1315032
"7252","AS2_scf7180000696051","ASIC017219",1321754,1322011
"7255","AS2_scf7180000696051","ASIC017221",1376347,1376412
"7257","AS2_scf7180000696051","ASIC017222",1400020,1400077
"7262","AS2_scf7180000696051","ASIC017223",1418796,1418992
"7272","AS2_scf7180000696051","ASIC017224",1427289,1427324
"7277","AS2_scf7180000696051","ASIC017225",1428423,1428455
"7279","AS2_scf7180000696051","ASIC017226",1429713,1432295
"7280","AS2_scf7180000696051","ASIC017228",1439351,1439407
"7289","AS2_scf7180000696051","ASIC017229",1440385,1440574
"7294","AS2_scf7180000696051","ASIC017230",1446020,1447300
"7295","AS2_scf7180000696051","ASIC017231",1449611,1449976
"7297","AS2_scf7180000696051","ASIC017232",1454479,1454800
"7302","AS2_scf7180000696051","ASIC017233",1456476,1456572
"7317","AS2_scf7180000696051","ASIC017234",1491554,1491704
"7322","AS2_scf7180000696051","ASIC017235",1499211,1499229
"7327","AS2_scf7180000696051","ASIC025064",1542961,1543042
"7328","AS2_scf7180000696051","ASIC025441",1542964,1543045
"7329","AS2_scf7180000696051","ASIC017236",1564116,1564263
"7340","AS2_scf7180000696051","ASIC017237",1589388,1589633
"7341","AS2_scf7180000696051","ASIC017239",1611539,1611579
"7343","AS2_scf7180000696051","ASIC017240",1619614,1619753
"7345","AS2_scf7180000696133","ASIC022003",25176,25544
"7346","AS2_scf7180000696133","ASIC022066",36520,36687
"7347","AS2_scf7180000696133","ASIC022077",43975,44277
"7348","AS2_scf7180000696133","ASIC022088",63440,63449
"7350","AS2_scf7180000696133","ASIC022099",66006,66185
"7351","AS2_scf7180000696133","ASIC022121",94931,94960
"7353","AS2_scf7180000696133","ASIC022132",99996,100017
"7358","AS2_scf7180000696133","ASIC022143",103167,105185
"7359","AS2_scf7180000696133","ASIC022004",106491,106505
"7361","AS2_scf7180000696133","ASIC022015",115654,115806
"7362","AS2_scf7180000696133","ASIC022026",123029,123307
"7363","AS2_scf7180000696133","ASIC022037",154648,154868
"7365","AS2_scf7180000696133","ASIC022048",164902,165004
"7373","AS2_scf7180000696133","ASIC022062",177357,177441
"7378","AS2_scf7180000696133","ASIC022063",196766,197212
"7379","AS2_scf7180000696133","ASIC022064",200449,201010
"7386","AS2_scf7180000696133","ASIC022065",207427,207511
"7388","AS2_scf7180000696133","ASIC025368",213390,213470
"7389","AS2_scf7180000696133","ASIC025390",213390,213470
"7390","AS2_scf7180000696133","ASIC022067",252537,252793
"7392","AS2_scf7180000696133","ASIC022068",256764,257102
"7393","AS2_scf7180000696133","ASIC022069",260237,260488
"7394","AS2_scf7180000696133","ASIC022070",263277,263360
"7396","AS2_scf7180000696133","ASIC022071",270838,271111
"7398","AS2_scf7180000696133","ASIC022072",291566,291772
"7399","AS2_scf7180000696133","ASIC022073",300500,300748
"7400","AS2_scf7180000696133","ASIC022074",322513,322899
"7401","AS2_scf7180000696133","ASIC022075",326806,327164
"7403","AS2_scf7180000696133","ASIC022076",332110,332252
"7413","AS2_scf7180000696133","ASIC022078",334676,334812
"7420","AS2_scf7180000696133","ASIC022079",349261,349623
"7428","AS2_scf7180000696133","ASIC022080",358370,359360
"7430","AS2_scf7180000696133","ASIC022081",359999,360049
"7433","AS2_scf7180000696133","ASIC022082",363794,364219
"7435","AS2_scf7180000696133","ASIC022083",504915,504954
"7459","AS2_scf7180000696133","ASIC022084",518124,518369
"7460","AS2_scf7180000696133","ASIC022085",518433,518627
"7461","AS2_scf7180000696133","ASIC022086",524618,524833
"7462","AS2_scf7180000696133","ASIC022087",525799,525987
"7463","AS2_scf7180000696133","ASIC022089",541445,541458
"7465","AS2_scf7180000696133","ASIC022090",557648,558064
"7466","AS2_scf7180000696133","ASIC022091",588656,588874
"7468","AS2_scf7180000696133","ASIC022092",607143,607376
"7469","AS2_scf7180000696133","ASIC022093",614298,614338
"7480","AS2_scf7180000696133","ASIC022094",696102,696344
"7481","AS2_scf7180000696133","ASIC022095",700658,700939
"7483","AS2_scf7180000696133","ASIC022096",702620,704035
"7484","AS2_scf7180000696133","ASIC022097",704903,707557
"7485","AS2_scf7180000696133","ASIC022098",718714,719000
"7487","AS2_scf7180000696133","ASIC022100",720129,720323
"7488","AS2_scf7180000696133","ASIC022101",722015,722139
"7493","AS2_scf7180000696133","ASIC022102",732063,732293
"7494","AS2_scf7180000696133","ASIC022103",743833,744033
"7499","AS2_scf7180000696133","ASIC022104",761950,763076
"7505","AS2_scf7180000696133","ASIC022105",764568,764621
"7508","AS2_scf7180000696133","ASIC022106",767022,767339
"7509","AS2_scf7180000696133","ASIC022107",770592,770809
"7511","AS2_scf7180000696133","ASIC022108",772769,773014
"7515","AS2_scf7180000696133","ASIC022109",773508,774620
"7519","AS2_scf7180000696133","ASIC022111",776461,776605
"7522","AS2_scf7180000696133","ASIC022112",777230,777292
"7524","AS2_scf7180000696133","ASIC022113",795849,795933
"7536","AS2_scf7180000696133","ASIC022114",806560,806617
"7538","AS2_scf7180000696133","ASIC022115",826625,826848
"7543","AS2_scf7180000696133","ASIC022116",827952,828089
"7546","AS2_scf7180000696133","ASIC022117",839711,839887
"7549","AS2_scf7180000696133","ASIC022118",861945,862048
"7554","AS2_scf7180000696133","ASIC022119",895557,895916
"7555","AS2_scf7180000696133","ASIC022120",898665,898913
"7556","AS2_scf7180000696133","ASIC022122",900815,901366
"7557","AS2_scf7180000696133","ASIC022123",902979,903575
"7559","AS2_scf7180000696133","ASIC022124",915842,915882
"7564","AS2_scf7180000696133","ASIC022125",921699,921737
"7566","AS2_scf7180000696133","ASIC022126",922610,922927
"7569","AS2_scf7180000696133","ASIC022127",931318,931473
"7570","AS2_scf7180000696133","ASIC022128",951313,951486
"7571","AS2_scf7180000696133","ASIC022129",955598,955639
"7573","AS2_scf7180000696133","ASIC022130",957777,958025
"7574","AS2_scf7180000696133","ASIC022131",964233,964383
"7579","AS2_scf7180000696133","ASIC022133",971297,971590
"7591","AS2_scf7180000696133","ASIC022134",978448,978543
"7593","AS2_scf7180000696133","ASIC022135",980958,981215
"7594","AS2_scf7180000696133","ASIC022136",982710,983016
"7597","AS2_scf7180000696133","ASIC022137",991067,991585
"7598","AS2_scf7180000696133","ASIC022138",999256,999263
"7604","AS2_scf7180000696133","ASIC022139",1015418,1015624
"7605","AS2_scf7180000696133","ASIC022140",1083937,1084117
"7616","AS2_scf7180000696133","ASIC022141",1089269,1089463
"7617","AS2_scf7180000696133","ASIC022142",1101597,1101877
"7619","AS2_scf7180000696133","ASIC022144",1124595,1124659
"7621","AS2_scf7180000696133","ASIC022145",1169088,1169100
"7626","AS2_scf7180000696133","ASIC022146",1182524,1182550
"7630","AS2_scf7180000696133","ASIC022147",1212746,1214378
"7637","AS2_scf7180000696133","ASIC022148",1216552,1216833
"7638","AS2_scf7180000696133","ASIC022149",1229497,1229655
"7640","AS2_scf7180000696133","ASIC022150",1252186,1252430
"7643","AS2_scf7180000696133","ASIC022151",1259361,1259729
"7644","AS2_scf7180000696133","ASIC022152",1260091,1260534
"7645","AS2_scf7180000696133","ASIC022005",1310326,1310510
"7647","AS2_scf7180000696133","ASIC022006",1321362,1322069
"7648","AS2_scf7180000696133","ASIC022007",1324401,1324615
"7650","AS2_scf7180000696133","ASIC022008",1349156,1349380
"7651","AS2_scf7180000696133","ASIC022009",1350658,1350725
"7654","AS2_scf7180000696133","ASIC022010",1378142,1378372
"7655","AS2_scf7180000696133","ASIC022011",1407145,1407426
"7656","AS2_scf7180000696133","ASIC022012",1480822,1480834
"7666","AS2_scf7180000696133","ASIC022013",1537074,1537291
"7669","AS2_scf7180000696133","ASIC022014",1567387,1567727
"7673","AS2_scf7180000696133","ASIC022016",1629683,1630450
"7674","AS2_scf7180000696133","ASIC022017",1638122,1638424
"7675","AS2_scf7180000696133","ASIC022018",1743745,1743786
"7677","AS2_scf7180000696133","ASIC022019",1746764,1746991
"7682","AS2_scf7180000696133","ASIC022020",1749080,1749307
"7688","AS2_scf7180000696133","ASIC022021",1751716,1752491
"7695","AS2_scf7180000696133","ASIC022022",1762360,1763038
"7697","AS2_scf7180000696133","ASIC022023",1770809,1770959
"7702","AS2_scf7180000696133","ASIC022024",1782482,1782529
"7704","AS2_scf7180000696133","ASIC022025",1783801,1786704
"7705","AS2_scf7180000696133","ASIC022027",1788492,1789191
"7707","AS2_scf7180000696133","ASIC022028",1790168,1790818
"7710","AS2_scf7180000696133","ASIC022029",1796064,1796194
"7718","AS2_scf7180000696133","ASIC022031",1812429,1812591
"7720","AS2_scf7180000696133","ASIC022032",1815071,1815334
"7721","AS2_scf7180000696133","ASIC022033",1815469,1815645
"7724","AS2_scf7180000696133","ASIC022034",1817009,1817118
"7726","AS2_scf7180000696133","ASIC022035",1824658,1824803
"7728","AS2_scf7180000696133","ASIC022036",1827220,1827253
"7730","AS2_scf7180000696133","ASIC022038",1833560,1833644
"7732","AS2_scf7180000696133","ASIC022039",1869846,1870461
"7734","AS2_scf7180000696133","ASIC022040",1897378,1897468
"7737","AS2_scf7180000696133","ASIC022041",1901207,1901680
"7738","AS2_scf7180000696133","ASIC022042",1916159,1916356
"7739","AS2_scf7180000696133","ASIC022043",1923442,1923636
"7740","AS2_scf7180000696133","ASIC022044",1924533,1924733
"7741","AS2_scf7180000696133","ASIC025315",1929671,1929743
"7742","AS2_scf7180000696133","ASIC022045",1953026,1953314
"7744","AS2_scf7180000696133","ASIC022046",1977841,1977913
"7746","AS2_scf7180000696133","ASIC022047",1979962,1980117
"7747","AS2_scf7180000696133","ASIC022049",1980179,1980415
"7748","AS2_scf7180000696133","ASIC022050",1984065,1984246
"7750","AS2_scf7180000696133","ASIC022051",2000088,2000291
"7751","AS2_scf7180000696133","ASIC022052",2003413,2003691
"7752","AS2_scf7180000696133","ASIC022053",2024553,2024730
"7755","AS2_scf7180000696133","ASIC022054",2026110,2026349
"7756","AS2_scf7180000696133","ASIC022055",2029809,2029852
"7758","AS2_scf7180000696133","ASIC022056",2033466,2033684
"7759","AS2_scf7180000696133","ASIC022057",2035317,2035389
"7761","AS2_scf7180000696133","ASIC022060",2059941,2060087
"7765","AS2_scf7180000696133","ASIC022061",2070406,2070510
"7767","AS2_scf7180000696054","ASIC017555",1459,1524
"7770","AS2_scf7180000696054","ASIC017666",2996,4078
"7771","AS2_scf7180000696054","ASIC017682",6399,6509
"7774","AS2_scf7180000696054","ASIC017693",8771,8872
"7776","AS2_scf7180000696054","ASIC017704",12789,12803
"7779","AS2_scf7180000696054","ASIC017715",14134,14308
"7781","AS2_scf7180000696054","ASIC017726",18139,18195
"7796","AS2_scf7180000696054","ASIC017737",33640,33909
"7811","AS2_scf7180000696054","ASIC017748",45711,46173
"7813","AS2_scf7180000696054","ASIC017556",49691,50056
"7814","AS2_scf7180000696054","ASIC017567",104591,104617
"7816","AS2_scf7180000696054","ASIC017578",111349,111385
"7819","AS2_scf7180000696054","ASIC017589",126366,126380
"7822","AS2_scf7180000696054","ASIC017600",134410,134427
"7826","AS2_scf7180000696054","ASIC017611",156770,158035
"7827","AS2_scf7180000696054","ASIC017622",161260,161479
"7829","AS2_scf7180000696054","ASIC017633",167794,167977
"7834","AS2_scf7180000696054","ASIC017644",175359,175481
"7838","AS2_scf7180000696054","ASIC017655",177910,178125
"7839","AS2_scf7180000696054","ASIC017667",178570,180918
"7841","AS2_scf7180000696054","ASIC017673",195597,195611
"7844","AS2_scf7180000696054","ASIC017674",199734,200987
